company_id,root_domain,page_breadcrumbs,h1,meta_title,url,name,product_description,unspsc_class_name,unspsc_class,unspsc_family_name,unspsc_family,unspsc_segment_name,unspsc_segment
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,"United States | All 3M Products | Labels | Label Materials | Label Stock | 3M™ Dot Matrix Label Material 7880, White Polyester Matte Laser, 6 in x 1668 ft, 1 roll per case","3M™ Dot Matrix Label Material 7880, White Polyester Matte Laser, 6 in x 1668 ft, 1 roll per case","3M™ Dot Matrix Label Material 7880, White Polyester Matte Laser, 6 in x
 1668 ft, 1 roll per case | 3M United States",https://www.3m.com/3M/en_US/p/d/v000149912/,3m Dot Matrix Label Materials,"Designed specifically for computer printing applications including dot matrix/impact
 #300 adhesive bonds well to a wide variety of substrates including metals, high surface energy (HSE) plastics and low surface energy (LSE) plastics.
 55# densified kraft liner assures consistent die cutting.
 3M Label Material 7880 is UL recognized (Files MH11410 and MH16411) and CSA accepted (File 99316). See the UL and CSA listings for details.
 The matte coating resists degradation from scuffing, chemicals, moisture, and wide temperature fluctuations.
 3M Computer-Imprintable Polyester Label Material 7880 is a durable, high performance material that offers excellent thermal stability, moisture resistance and chemical resistance
 Labels Designed Specifically for Dot Matrix Printing Applications
 Featuring a range of topcoated facestocks, adhesives and liners, 3M Dot Matrix Label Materials are designed for dot matrix/impact and other computer imprinting applications. A choice of polyester, polypropylene and semi-rigid vinyl facestocks allows for just the right blend of durability and conformability. These coated facestocks accept a wide variety of flexographic and U.V. rotary letter press film inks as well as screen, ion deposition, offset and thermal transfer printing, and most allow for hand writeability in ball point pen ink. Adhesives are formulated for general-purpose labeling as well as a range of demanding environments including acid-resistant labels and labeling in low temperatures.
 A range of kraft liners includes supercalendered, clay coated and polycoated for strength and stability during high-speed die-cutting and matrix stripping, perforations and fanfolds.
 Recommended Applications
 Barcode labels and rating plates
 Property identification and asset labeling
 Warning, instruction, and service labels for durable goods
 Nameplates for durable goods
 Substitutes for stamped metal, riveted plates
 Power tools
 Outdoor overlaminates
 Equipment and machinery
 Lawn and garden
 About 3M Adhesives for Dot Matrix Labels
 3M Dot Matrix Label Materials feature a range of our specially-formulated adhesives for just the right balance of adhesion and removability. Adhesives include:
 3M Adhesive 300 is a medium-firm adhesive for general-purpose labeling. It is tested for a range of surfaces including polypropylene, polyester, ABS, polycarbonate and stainless steel.
 3M Adhesive 310 resists oozing and provides high bond strength on a variety of surfaces, ideal for smaller label printing applications. Its firmness is compatible with thermal transfer and laser technologies.
 3M Adhesive P1212 is a high-clarity emulsion, ideal for use on overlamination and decorative films. It adheres well to painted metal (except powder coats), plastics such as polystyrene and ABS, galvanized and stainless steel, aluminum and even glass.
 3M High Performance Permanent Tackified Acrylic Adhesive P1400 is formulated for use in demanding environments. This adhesive offers good UV resistance and excellent adhesion to a wide variety of substrates, including polyolefins.
 3M Freezer Grade Acrylic Adhesive F2201 offers high initial tack, good clarity, and adhesion when applied at temperatures as low as 0F (-18C).
 3M High Performance Permanent Tackified Acrylic Adhesive P1480 is formulated for acid resistance and adhesion to polyolefins, and meets the demanding requirements of most battery label specifications.
 Many of these adhesives are UL recognized and CSA accepted (see the UL and CSA listings for Files and other details).
 Bringing Better Ideas to the Surface through Science
 3M is the premier durable label solution provider globally in the Industry today. 3M materials and services will enable you and your customers to present the best images, products, and quality as we solve marketplace solutions from design to production. We do this by partnering with industry leaders to deliver the best possible technology for innovative solutions regardless of your print method, substrates, and ink systems.",Labels,55121600,Signage and accessories,55120000,Published Products,55000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Compounds & Polishes | Bonnets & Buffing Pads | 3M™ Finesse-it™ Natural Buffing Pad,3M™ Finesse-it™ Natural Buffing Pad,3M™ Finesse-it™ Natural Buffing Pad | 3M United States,https://www.3m.com/3M/en_US/p/d/b40067376/,3m Indl Prds Accessories,"Provides the most aggressive cutting action in the Finesse-it line for fast removal of sanding scratches in conjunction with 3MFinesse-it polishes
 Dense natural pile conforms to contours for even finishing
 Aggressive cut quickly removes oxidation and scratches with less heat buildup
 3M Hookit attachment system holds pad securely and provides quick disc/pad change-out
 Pads combine with buffers, random orbital tools, and variable speed polishers to produce desired final finish
 3M Finesse-it Natural Buffing Pad is made with select lamb’s wool hide, trimmed to 20 mm length to offer a more aggressive cut than longer-fiber pads. The natural hide holds each fiber individually, which minimizes lint discharge. The dense pile surface holds the polish for even, consistent material distribution while minimizing splatter and jumping.
 Our Finesse-it Natural Buffing Pad is ideal for buffing automotive OEM, marine, and aerospace coatings. When used in conjunction with our Finesse-it polishes, the pad quickly removes finishing abrasive sand scratches, oxidation, and other paint surface defects. Resulting finish may require a follow up polishing step with a finer pad to completely remove swirl marks. This pad is manufactured with the 3M Hookit attachment system for quick pad mounting and removal, and to hold the pad securely in place during use. Our Hookit buffing pads conveniently and firmly attach to a hook-and-loop backup disc pad (sold separately) on rotary or random orbital tools, can be removed cleanly and easily, and can be re-used again and again for the life of the pad. Finish results are dependent on specific polish used, coating type, and the tool used.
 Wool buffing pads are generally more aggressive and easier to control than foam pads. They have a greater available cutting surface area due to the presence of thousands of fibers. These fibers provide faster cutting action than foam pads, Wool fibers hold the polish to provide even distribution of material and require less pressure from the operator. The nap helps wool pads glide and conform to contours, making them easier to control than foam pads. Because of their cutting ability, wool pads are effective for removing sanding scratches and perform best on rotary type buffing tools. Depending on the polish type, individual technique, composition of the coating, and the tool used, finishing with a wool pad may require a follow-up step with a foam pad and polish to remove micro-marring or swirl marks.
 Our Finesse-it products are a line of specially engineered abrasives, compounds, polishes, and buffing pads to be used on OEM and baked refinish paints to remove defects, sand scratches, or swirl marks on a variety of painted surfaces. 3M Finesse-it products are an integral part of a 3M recommended buffing system for repairing surface defects to clear coats, lacquered wood, solid surfaces, gelcoat, powder coat, industrial paint, acrylic, and glass.",Integrated circuits,32101600,Printed circuits and integrated circuits and microassemblies,32100000,Electronic Components and Supplies,32000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Tapes | Sealing Tapes | 3M™ All Weather Flashing Tape 8067,3M™ All Weather Flashing Tape 8067,3M™ All Weather Flashing Tape 8067 | 3M United States,https://www.3m.com/3M/en_US/p/d/b40068318/,3m Flashing Tapes,"For industrial/occupational use only. Not for consumer sale or use.
 3M industrial and occupational products are intended, labeled, and packaged for sale to trained industrial and occupational customers for workplace use. Unless specifically stated otherwise on the applicable product packaging or literature, these products are not intended, labeled, or packaged for sale to or use by consumers (e.g., for home, personal, primary or secondary school, recreational/sporting, or other uses not described in the applicable product packaging or literature), and must be selected and used in compliance with applicable health and safety regulations and standards (e.g., U.S. OSHA, ANSI), as well as all product literature, user instructions, warnings, and other limitations, and the user must take any action required under any recall, field action, or other product use notice. Misuse of 3M industrial and occupational products may result in injury, sickness, death, or property damage. For help with product selection and use, consult your on-site safety professional, industrial hygienist, or other subject matter expert.",Tape,31201500,Adhesives and sealants,31200000,Manufacturing Components and Supplies,31000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Electrical | Splices & Accessories | Cold Shrink Splices | 3M™ Cold Shrink Shielded Splice Kits 5550 Series,3M™ Cold Shrink Shielded Splice Kits 5550 Series,3M™ Cold Shrink Shielded Splice Kits 5550 Series | 3M United States,https://www.3m.com/3M/en_US/p/d/b00013977/,Cable Type Cable,"For industrial/occupational use only. Not for consumer sale or use.
 3M industrial and occupational products are intended, labeled, and packaged for sale to trained industrial and occupational customers for workplace use. Unless specifically stated otherwise on the applicable product packaging or literature, these products are not intended, labeled, or packaged for sale to or use by consumers (e.g., for home, personal, primary or secondary school, recreational/sporting, or other uses not described in the applicable product packaging or literature), and must be selected and used in compliance with applicable health and safety regulations and standards (e.g., U.S. OSHA, ANSI), as well as all product literature, user instructions, warnings, and other limitations, and the user must take any action required under any recall, field action, or other product use notice. Misuse of 3M industrial and occupational products may result in injury, sickness, death, or property damage. For help with product selection and use, consult your on-site safety professional, industrial hygienist, or other subject matter expert.",Electrical cable and accessories,26121600,Electrical wire and cable and harness,26120000,Power Generation and Distribution Machinery and Accessories,26000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Films & Sheeting | Window Films | Light Control Films | 3M™ Automotive Window Film Black Chrome Series,3M™ Automotive Window Film Black Chrome Series,3M™ Automotive Window Film Black Chrome Series | 3M United States,https://www.3m.com/3M/en_US/p/d/b00016650/,3m Auto Window Film,"Offers the ultimate in privacy, while providing excellent heat rejection
 All-metal technology keeps you cool by rejecting up to 70% of the total solar energy, reducing the feel of the sun's heat on your skin
 Blocks up to 99% of the ultraviolet (UV) light to help reduce fading and deterioration of the fabrics and leather inside your vehicle
 Available in levels that block up to 91% of visible light to provide increased privacy and protect your valuables
 All-metal film construction prevents the window tint from fading to purple*
 Outfit your car for both comfort and style. 3M Automotive Window Film Ceramic Black Chrome Series is a sleek black chrome window tint that offers excellent UV protection so you can reject heat, reduce interior damage due to fading and reduce eyestrain.
 Choose from four window film tints.
 Tints shown are for illustration purposes only. Visit an installer near you to see actual film tints.
 Find an Installer
 Terms to know
 TSER – Total Solar Energy Rejection
 The percentage of total solar energy rejected by filmed glass. The higher this value, the less solar heat is transmitted.
 VLT – Visible Light Transmitted
 The percentage of visible light that passes directly through filmed glass: the higher the number, the lighter the film.
 Ultraviolet Rejection
 The percentage of ultraviolet (UV) light that is rejected by the filmed glass. UV light contributes to the fading and deterioration of fabrics and leather.
 IRR – Infrared Rejection**
 The percentage of solar infrared energy rejection over the wavelength range from 900-1,000 nm. Infrared rays are primarily responsible for the heat you feel when driving.
 IRER – Infrared Energy Rejection***
 The percent of solar infrared energy rejection over the wavelength range from 780–2,500 nm. IRER takes into account the transmitted and absorbed IR energy that will be reradiated into a car.
 Glare Reduction
 The percentage by which visible light is reduced by the addition of film. Data shown is the estimated performance of film applied to ¼” (6mm) thick, 73% VLT automotive green glass. Data is for reference only.
 NOTE: Auto tint laws vary by state or province. Please check your local laws or ask your dealer installer for films that meet your local tint laws.
 Limited Lifetime Warranty: Sold and installed by professional 3M Authorized Dealer Installers and backed by a limited lifetime warranty.
 Data should be used as a reference tool for net VLT on ¼” (6mm) thick, automotive green glass of 73% VLT, and testing is in accordance to ANSI/NFRC 200 Procedure.
 *All-metal film may interfere with electronic or mobile phone signal.
 **IRR - Percent of solar infrared energy in the 900 – 1,000 nm wavelength range that is rejected by the film. Measurement is made of film with liner alone (i.e. no glass).
 ***IRER – Percent of solar infrared energy that is rejected over the wavelength range from 780 – 2,500 nm. IRER takes into account the transmitted and absorbed IR energy that will be reradiated into a car. Data shown is for the performance of film applied to glass.",Windows,30171600,Doors and windows and glass,30170000,Structures and Building and Construction and Manufacturing Components and Supplies,30000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Medical | Bandages & Dressings | Antimicrobial IV Dressings | 3M™ Tegaderm™ CHG Chlorhexidine Gluconate I.V. Securement Dressing,3M™ Tegaderm™ CHG Chlorhexidine Gluconate I.V. Securement Dressing,3M™ Tegaderm™ CHG Chlorhexidine Gluconate I.V. Securement Dressing | 3M United States,https://www.3m.com/3M/en_US/p/d/b00035615/,Antimicrobial Gel,"Integrated I.V. dressing combines infection reduction with site visibility, catheter securement, and breathability
 Proven to reduce CRBSI and vascular catheter colonization
 Provides immediate and continuous antimicrobial protection with integrated chlorhexidine gluconate (CHG) gel pad
 Helps keep catheters in place with large securement tape strip and conforming keyhole notch
 Transparent film and gel pad allows continuous site visibility to easily assess for early signs of infection
 Breathable film coating provides a barrier to microbes* and external contaminants**
 Reinforcing document tape strip allows for documentation and can help secure hubs, lumens and tubing
 Integrated design allows for easy and consistent application
 Tegaderm CHG Chlorhexidine Gluconate I.V. Securement Dressing is the only transparent dressing indicated and proven to reduce CRBSI and vascular catheter colonization that align with evidence-based guidelines and practice standards.
 Now you can give your patients an added level of comfort and protection, while simplifying your daily vascular access routine. Tegaderm CHG I.V. Securement Dressings combine infection reduction, securement, site visibility and breathability into one, easy-to-use product – to provide a more convenient and reliable solution for the securement and monitoring of catheters and other I.V. devices.
 Suggested Applications
 Short peripheral I.V. and midline venous catheters
 Central venous catheters (including subclavian, jugular, femoral and PICCs)
 Dialysis catheters
 Arterial catheters
 Epidural catheters
 Other percutaneous devices",Colloids,12161800,Additives,12160000,Chemicals including Bio Chemicals and Gas Materials,12000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Personal Protective Equipment | Respiratory Protection | Disposable Respirators | 3M™ Performance Particulate Respirator 8210,3M™ Performance Particulate Respirator 8210,3M™ Performance Particulate Respirator 8210 | 3M United States,https://www.3m.com/3M/en_US/p/d/cbgnaw011086/,Custom Seal,"Whether you're sanding drywall, wood or metal surfaces, reach for the 3M Performance Particulate Respirator 8210. This N95 respirator features Advanced Electrostatic Media that enhances the capture of airborne particles while allowing for easy breathing. It is designed with stretchable straps, soft nose foam for comfort, and an adjustable nose clip to help ensure a secure custom seal. Projects start with safety—so make sure to pick up the 3M Performance Particulate Respirator 8210.
 NIOSH-APPROVED N95 for at least 95 percent filtration efficiency against certain non-oil-based particles and aerosols
 ADVANCED FILTER MEDIA for easy breathing
 CUSHIONING NOSE FOAM rests on bridge of nose for comfort
 ADJUSTABLE NOSECLIP helps ensure a custom, secure seal
 STRETCHABLE STRAPS
 LIGHTWEIGHT DESIGN for comfort
 CONVENIENT, DISPOSABLE DESIGN
 RECOMMENDED FOR use when sanding, sawing, grinding, lawn mowing, sweeping, drywall sanding, grinding, woodworking and working with fiberglass insulating particles
 ALSO HELPS PROTECT AGAINST: certain particles such as mold, granular pesticides, allergens and dust
 Contains no components made from natural rubber latex
 Available in multiple package quantities
 DIY/Home Use: Use ONLY in NON-HARMFUL environments. Occupational/Hazardous Use: Use under a government regulated (e.g. OSHA) respiratory protection program. WARNING: Limitations apply; Misuse may result in sickness or death. See product packaging and insert or call 3M in USA at 1-800-243-4630. In Canada, call 1-800-267-4414.",Mechanical seals,31411700,Seals,31410000,Manufacturing Components and Supplies,31000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Automotive Parts & Hardware | Repair & Restoration Kits | 3M™ Paint Defect Removal Hand Sanding System Kit,3M™ Paint Defect Removal Hand Sanding System Kit,3M™ Paint Defect Removal Hand Sanding System Kit | 3M United States,https://www.3m.com/3M/en_US/p/d/b40069628/,3m Elite Series Mini Orbit,"Small area hand sanding saves time and money
 A complete selection of film-backed abrasives, plus hand tools and pads that fit effortlessly between your fingertips
 Minimizes defect repair area – no need to sand most or all of a freshly-painted panel
 Reduces compounding and polishing, saving money and cleanup time
 Coated aluminum oxide mineral abrasive is optimized for small sanding areas
 Stikit attachment makes switching among abrasives and hand tools fast and easy
 The 3M Paint Defect Removal Hand Sanding System Kit introduces technicians to small area repair: precision paint finish repairs, in less time and at lower cost. The kit represents our full system of small, film-backed abrasive sheets and cards, hand tools and backing pads for sanding out dirt nibs and other defects cost-effectively, one by one. Reorder components individually for maximum value.
 The Big Benefits of Small Area Repair
 Our 3M Paint Defect Removal Hand Sanding System Kit puts in your hands an entire system for removing small dirt defects in auto body paint surfaces. With its small, film-backed abrasive sheets and cards and its fingertip-operated sanding pads and tools, this kit contains our entire range of products for small area repair. Simply choose a circular abrasive sheet, a rectangular abrasive sheet or an Abrasive Card and press it firmly onto a cylinder, a small rectangular sanding block or a foam or rubber backing pad. Our Stikit adhesive backing on the abrasives keeps them firmly in place. You get a strong, secure handheld microsanding tool that lets you eliminate individual dirt nibs or other defects — along with the time and expense of sanding, compounding and polishing entire freshly-painted panels. It also significantly reduces compound slush, saving cleanup time.
 Learn more about the 3M Paint Defect Removal System (PDF, 421.3 Kb)
 3M Paint Defect Removal Hand System requires less compounding and polishing
 Abrasives and Hand Sanding Tools for Any Defect Removal Job
 This kit features every product in our Paint Defect Removal Hand Sanding System. Film-backed Abrasive Circle Sheets, Abrasive Rectangle Sheets and Abrasive Cards are included in each of five grades ranging from P1000 to P3000. These abrasives snap securely onto any handheld tool or backing pad, including a Cylinder, a Block, a Foam Pad and a Rubber Pad designed specifically for precision hand sanding on flat or contoured surfaces. Rectangular Abrasive Cards are slightly larger for areas with larger or multiple defects. Each kit includes a flexible version of the card for sanding contours. The Cylinder and the Block are firm and stiff, great for cutting out just the nib without sanding the area around it. With just a small amount of compound and polish, you can re-create smooth, high gloss finishes that match OEM in much less time and at much less expense.
 Tough Abrasive, Smooth Results
 The film-backed abrasive sheets and cards in our Paint Defect Removal Hand Sanding System Kit feature our fast-cutting, long-lasting aluminum oxide mineral abrasive. Aluminum oxide is popular among industrial professionals because of its fast cut-rate and long life. This mineral makes a tough, durable abrasive that self-fractures to expose fresh cutting edges during use, whereas traditional natural abrasives dull more quickly. This coated abrasive is optimized for sanding small areas.
 Our Stikit Attachment System
 The abrasives in this kit come ready to use with a pressure-sensitive adhesive coating on the backs — simply press them onto the hand tool or pad, and you're ready to go. They remove just as cleanly, leaving an uncontaminated surface for the next abrasive. This makes it fast and easy to use, switch and reuse multiple abrasive shapes and grades on any of the handheld tools and pads in the kit, saving time, boosting productivity and helping you get the most out of each abrasive.
 Increased Sanding Capabilities at Maximum Value
 Along with everything you need for effectively repairing small paint defects, the kit includes a reorder form that lets you order quantities of each component in our Paint Defect Removal Hand Sanding System. This allows you the flexibility to restock only the product you use the most, maximizing value while still keeping the full range of small area repair capabilities at your fingertips.
 The complete 3M Paint Defect Removal Hand Sanding System Kit includes:
 Grade 1000 — 18 Abrasive Circle Sheets, 18 Abrasive Rectangle Sheets, 3 Abrasive Cards
 Grade 1500 — 18 Abrasive Circle Sheets, 18 Abrasive Rectangle Sheets, 3 Abrasive Cards
 Grade 2000 — 18 Abrasive Circle Sheets, 18 Abrasive Rectangle Sheets, 3 Abrasive Cards
 Grade 2500 — 18 Abrasive Circle Sheets, 18 Abrasive Rectangle Sheets, 3 Abrasive Cards
 Grade 3000 — 18 Abrasive Circle Sheets, 18 Abrasive Rectangle Sheets, 3 Abrasive Cards
 Hand Sanding Cylinder
 Hand Sanding Block
 Hand Sanding Foam Pad
 Hand Sanding Rubber Pad
 3M Mini-Random Orbital Sander (optional)
 3M Elite Series Mini Orbital Sander (optional)
 The Science of Better Paint Finishing from 3M
 With its small, advanced abrasives and hand tools, our Paint Defect Removal Hand Sanding System Kit is an easy, cost-effective way to bring the big benefits of small area repair to your collision repair operation. It's another way that 3M applies science to the lives of auto repair technicians, consistently improving your efficiency, throughput and value as you prepare painted surfaces.
 Learn more about 3M Automotive Aftermarket products (PDF, 68.63 Mb)",Semiconductor devices,32111700,Discrete semiconductor devices,32110000,Electronic Components and Supplies,32000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,"United States | All 3M Products | Medical | Medical Tapes & Films | Plastic Tapes | 3M™ Medical Tape 1509, Double Sided Transparent Polyethylene, 80# Liner, Configurable","3M™ Medical Tape 1509, Double Sided Transparent Polyethylene, 80# Liner, Configurable","3M™ Medical Tape 1509, Double Sided Transparent Polyethylene, 80# Liner,
 Configurable | 3M United States",https://www.3m.com/3M/en_US/p/d/v000186518/,Dc Poly Tape,"Attribute Name Value
 Adhesive Material Acrylate
 Adhesive Type Acrylic/Acrylate (Tack)
 Backing Caliper 3 mil
 Backing Caliper (Metric) 80 Micron
 Backing Material Polyethylene
 Backing Thickness (Imperial) 3 mil
 Backing Thickness (Metric) 80 Micron
 Brand 3M
 Breathable No
 Conformability Medium
 Fluid Resistance Backing/Carrier Yes
 Hypoallergenic No
 Liner Caliper (Metric) 110 Micron
 Liner Caliper (mils) 4.5 mil
 Liner Color White
 Liner Material Paper
 Liner Weight 80 lb.
 Liner Weight (Metric) 130 g/m²
 Material Polyethylene
 Maximum Length (Metric) 548 m
 Maximum Width Capacity (Metric) 1220 mm
 Primary Application Surgical Drapes
 Printable Backing No
 Product Color Transparent
 Product Type Double Sided Tape
 Product Usage
 Adhesion to Skin , Adhesion to Substrate
 Sterilization Method
 Ethylene Oxide , Gamma
 Tape Color Transparent
 Tape Type Double-sided Polyethylene Tape",Tape,31201500,Adhesives and sealants,31200000,Manufacturing Components and Supplies,31000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Electronics Materials & Components | CMP Materials | CMP Pads | 3M™ Trizact™ CMP Pad,3M™ Trizact™ CMP Pad,3M™ Trizact™ CMP Pad | 3M United States,https://www.3m.com/3M/en_US/p/d/b40045199/,Chemical Mechanical Planarization,"This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.
 Now Playing
 Up Next 3M Trizact CMP Pads
 1:39
 Now Playing
 Up Next Redefining CMP Materials
 3:07
 3M Trizact CMP Pads
 Item 1 of 5",Civil engineering,81101500,Professional engineering services,81100000,Engineering and Research and Technology Based Services,81000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,"United States | All 3M Products | Medical | Medical Tapes & Films | Plastic Tapes | 3M™ 9960FS Anti-Fog Face Shield Film, 14 mil, Jumbo, 50 in x 993 yds","3M™ 9960FS Anti-Fog Face Shield Film, 14 mil, Jumbo, 50 in x 993 yds","3M™ 9960FS Anti-Fog Face Shield Film, 14 mil, Jumbo, 50 in x 993 yds | 3M United States",https://www.3m.com/3M/en_US/p/d/v101150005/,Clear Polyester Film,"Hydrophilic
 Transparent
 Anti-fogging
 3M Anti-Fog Face Shield Film 9960FS, consists of a clear polyester film on a roll (9960FS) coated on two sides with a 3M hydrophilic anti-fogging technology. The treatment is the same on both sides of the film to help eliminate sidedness concerns during assembly and reduce the potential for fogging during use. The product is designed for use in health care medical devices such as face shields and other personal protective equipment that needs a transparent, anti-fogging material.
 3M Medical Materials and Technologies helps health care manufacturers design and build more reliable, innovative and feature-rich medical devices. Customers leverage 3M technical expertise to select materials and technologies that integrate together for their break-through medical industry, device innovations designed for improving or enhancing lives.
 Suggested Applications
 For face shield applications
 For general medical device use
 May be integrated with additional 3M technologies and medical materials for finished device innovations
 Material and / or technology for health care or medical device construction",Plastic films,13111200,Resins and rosins and other resin derived materials,13110000,Resin and Rosin and Rubber and Foam and Film and Elastomeric Materials,13000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Tapes | Electrical Tapes | Cambric Cloth Tapes | Scotch® Varnished Cambric Tape 2520,Scotch® Varnished Cambric Tape 2520,Scotch® Varnished Cambric Tape 2520 | 3M United States,https://www.3m.com/3M/en_US/p/d/b00042198/,Barring Motors,"For industrial/occupational use only. Not for consumer sale or use.
 3M industrial and occupational products are intended, labeled, and packaged for sale to trained industrial and occupational customers for workplace use. Unless specifically stated otherwise on the applicable product packaging or literature, these products are not intended, labeled, or packaged for sale to or use by consumers (e.g., for home, personal, primary or secondary school, recreational/sporting, or other uses not described in the applicable product packaging or literature), and must be selected and used in compliance with applicable health and safety regulations and standards (e.g., U.S. OSHA, ANSI), as well as all product literature, user instructions, warnings, and other limitations, and the user must take any action required under any recall, field action, or other product use notice. Misuse of 3M industrial and occupational products may result in injury, sickness, death, or property damage. For help with product selection and use, consult your on-site safety professional, industrial hygienist, or other subject matter expert.",Motor or generator components,26101400,Power sources,26100000,Power Generation and Distribution Machinery and Accessories,26000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,"United States | All 3M Products | Tapes | Tape Applicators, Dispensers & Kits | Tape Applicator & Dispenser Parts & Accessories | 3M™ Hand-Masker™ Paper Blade - PB12 + PB9",3M™ Hand-Masker™ Paper Blade - PB12 + PB9,3M™ Hand-Masker™ Paper Blade - PB12 + PB9 | 3M United States,https://www.3m.com/3M/en_US/p/d/cbgnarus2530/,3m General Purpose Masking Paper,"The 3M Hand-Masker Paper Blade is designed for use with 3M Hand-Masker M3000 Dispenser. For use in painting projects when protecting windows, trim, railings and other surfaces.
 Cuts masking paper when used with the 3M Hand-Masker M3000 dispenser
 Durable stainless steel blade
 Cuts paper only, cannot cut film
 Available in two sizes: 9"" or 12""",Coated papers,14121800,Industrial use papers,14120000,Paper Materials and Products,14000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Films & Sheeting | Overlaminates | 3M™ Scotchcal™ Optically Clear Overlaminate 8914,3M™ Scotchcal™ Optically Clear Overlaminate 8914,3M™ Scotchcal™ Optically Clear Overlaminate 8914 | 3M United States,https://www.3m.com/3M/en_US/p/d/b00026370/,3m Perforated Window Graphic Films,"Prevents moisture and contaminants from collecting in the holes of base layer perforated film.
 Use on window graphics made with film 8171 or IJ8150 where optical clarity is required.
 Cast vinyl film.
 As an overlaminate film, this product is designed for use on all 3M Perforated Window Graphic Films and IJ8150. It provides optically clear graphic protection and prevents moisture and contaminants from collecting in the base film's perforations. When purchased in 1/2"" rolls, it is used as an edge sealer where a film type sealer is needed, including window graphics.",Windows,30171600,Doors and windows and glass,30170000,Structures and Building and Construction and Manufacturing Components and Supplies,30000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Coatings | Electrical Resins | 3M™ Scotchcast™ Electrical Resin 226,3M™ Scotchcast™ Electrical Resin 226,3M™ Scotchcast™ Electrical Resin 226 | 3M United States,https://www.3m.com/3M/en_US/p/d/b5005048189/,Electric And Electronic,"75 Shore A hardness
 Has 15-minute gel time at 140 F (60 C)
 Useful for coating coils, transformers, motors, modules, electrical and electronic components
 Withstands a temperature range of 32 to 266 F (0 to 130 C)
 Elongates 105% longer than its original size for easy insulation or wrapping
 Chemical- and moisture-resistant
 ASTM Approved, MIL-I-16923E Certified and RoHS 2011/65/EU Compliant
 3M Scotchcast Electrical Resin 226 is a 2 part, liquid type product that is useful for electronic and electrical applications requiring the highest level of protection. This unfilled, castro based polyurethane resin has a very low viscosity property, which makes it easy to infuse on any surface. It is useful for wide range of electrical and electronic potting and casting applications.
 3M Scotchcast Electrical Resin 226 has a low gel point rating to ensure curing at room temperature. The high tensile strength of the resin exhibits a flexible and good adhesion property after curing. It is ideal for applications that need excellent thermal shock and mechanical shock resistance. Its high dielectric strength offers excellent electrical insulating property to the resin. It has a high flash point, preventing any fire hazard due to quick ignition. Since the resin exhibits a hydrolytic stability property, it minimizes quick chemical decomposition, thus providing long lasting usage. ASTM Approved, MIL I 16923E Certified and RoHS 2011/65/EU Compliant.",Electric utilities,83101800,Utilities,83100000,Public Utilities and Public Sector Related Services,83000000
ce5f9825-93e4-11eb-8ad6-7326edce8d21,3m.com,United States | All 3M Products | Tools & Equipment | Power Tools | Power Sanders | Festool Geared Eccentric Sander RO 150,Festool Geared Eccentric Sander RO 150,Festool Geared Eccentric Sander RO 150 | 3M United States,https://www.3m.com/3M/en_US/p/d/b40071727/,Compact Sander,"For industrial/occupational use only. Not for consumer sale or use.
 3M industrial and occupational products are intended, labeled, and packaged for sale to trained industrial and occupational customers for workplace use. Unless specifically stated otherwise on the applicable product packaging or literature, these products are not intended, labeled, or packaged for sale to or use by consumers (e.g., for home, personal, primary or secondary school, recreational/sporting, or other uses not described in the applicable product packaging or literature), and must be selected and used in compliance with applicable health and safety regulations and standards (e.g., U.S. OSHA, ANSI), as well as all product literature, user instructions, warnings, and other limitations, and the user must take any action required under any recall, field action, or other product use notice. Misuse of 3M industrial and occupational products may result in injury, sickness, death, or property damage. For help with product selection and use, consult your on-site safety professional, industrial hygienist, or other subject matter expert.",Power tools,27112700,Hand tools,27110000,Tools and General Machinery,27000000
