veridion_id,esg_content_type,esg_content_headline,esg_content_relevant_text,esg_content_source_url,esg_content_pillar,esg_content_risk_criteria,esg_content_sentiment_value,esg_content_sentiment_confidence,esg_content_publish_date
0300f3c6-93e5-11eb-a746-fdabd18be9c6,News,Chancery Court Finds for Oracle Founder and CEO in Post-Trial Decision,"Posted by Rick S. Horvath, Steven A. Engel, and Joni S. Jacobsen, Dechert LLP, on Monday, July 3, 2023Rick S. Horvath, Steven A. Engel, and Joni S. Jacobsen are Partners at Dechert LLP. [1] Despite having earlier held that Plaintiffs pled sufficient facts to allege that Larry Ellison was a conflicted controller of Oracle in its acquisition of NetSuite, the Court determined that the evidence at trial fell well short of proving control. The Court Finds No Evidence of Fraud on the Board Plaintiffs argued that entire fairness review was still warranted because Ellison and Catz allegedly defrauded the Board by failing to disclose their beliefs about NetSuite to the Special Committee and other discussions about NetSuite’s post-merger management. [5] The Court likewise rejected Plaintiffs’ allegations that Ellison applied control through Catz due to a lack of evidence demonstrating such control—including that the Special Committee, and not Catz, ran the negotiation process, and that Catz (as Ellison’s purported surrogate) “did not take actions to advance Ellisons interests.” Second, Plaintiffs alleged that Ellison and current CEO Safra Catz misled the Board and the Special Committee, rendering the NetSuite acquisition a product of fraud.",https://corpgov.law.harvard.edu/2023/07/03/chancery-court-finds-for-oracle-founder-and-ceo-in-post-trial-decision/,Governance,Bad health effect on customer or immoral behavior,0.0,0.87,2023-07-03T13:53:11Z
0300f3c6-93e5-11eb-a746-fdabd18be9c6,News,"Smart Grid Data Management Demand &amp; SWOT Analysis By 2031 | Dell EMC,Oracle Corp,SAP SE","Smart Grid Data Management Market is the title of a professional market research study to assess market growth potential. The research examines the most significant barriers to market expansion as well as the global In Smart Grid Data Management sector's long-term growth potential. The present market trends, development potential, regional assessments, strategy concepts, and developing segments in Smart Grid Data Management have all been examined inside this report.  About Us:  Marketreports.info is the Credible Source for Gaining the Market Reports that will provide you with the Lead Your Business Needs. The study will examine the global in Smart Grid Data Management market in terms of its present status as well as its future potential. The SWOT analysis of Porter's Five Forces is used to assess the global in Smart Grid Data Management market's strengths, weaknesses, opportunities, and threats in greater detail.",https://www.digitaljournal.com/pr/news/market-reports/smart-grid-data-management-demand-swot-analysis-by-2031-dell-emc-oracle-corp-sap-se,Environmental,Carbon Footprint,1.0,0.77,2023-06-29T19:49:29Z
0300f3c6-93e5-11eb-a746-fdabd18be9c6,News,"New Energy ERP Market to Witness Astonishing Growth by 2029 |Microsoft, Ramco Systems, Oracle","New Jersey, N.J, June. The report provides insights on the following pointers:  Market Penetration: Comprehensive information on the product portfolios of the top players in the New Energy ERP market.   What are the Trending Factors influencing the market shares?  What are the Key Outcomes of Porter's five forces model?  Which are the Global Opportunities for Expanding the New Energy ERP Market?  Various factors are responsible for the market's growth trajectory, which are studied at length in the report. By Type  On Premise ERP  Cloud-based ERP  Market Segmentation: By Application  Solar Energy  Wind Energy  Others  For Any Query or Customization:  https://a2zmarketresearch.com/ask-for-customization/1038361  Regions Covered in the Global New Energy ERP Market Report 2023:  • The Middle East and Africa (GCC Countries and Egypt)  • North America (the United States, Mexico, and Canada)  • South America (Brazil etc.)  • Europe (Turkey, Germany, Russia UK, Italy, France, etc.)  • Asia-Pacific (Vietnam, China, Malaysia, Japan, Philippines, Korea, Thailand, India, Indonesia, and Australia)  The cost analysis of the Global New Energy ERP Market has been performed while keeping in view manufacturing expenses, labor cost, and raw materials and their market concentration rate, suppliers, and price trend. Table of Contents  Global New Energy ERP Market Research Report 2023 – 2030  Chapter 1 New Energy ERP Market Overview  Chapter 2 Global Economic Impact on Industry  Chapter 3 Global Market Competition by Manufacturers  Chapter 4 Global Production, Revenue (Value) by Region  Chapter 5 Global Supply (Production), Consumption, Export, Import by Regions  Chapter 6 Global Production, Revenue (Value), Price Trend by Type  Chapter 7 Global Market Analysis by Application  Chapter 8 Manufacturing Cost Analysis  Chapter 9 Industrial Chain, Sourcing Strategy and Downstream Buyers  Chapter 10 Marketing Strategy Analysis, Distributors/Traders  Chapter 11 Market Effect Factors Analysis  Chapter 12 Global New Energy ERP Market Forecast  Buy Exclusive Report @:  https://a2zmarketresearch.com/checkout/1038361/single_user_license  If you have any special requirements, please let us know and we will offer you the report as you want.",https://www.digitaljournal.com/pr/news/market-reports/new-energy-erp-market-to-witness-astonishing-growth-by-2029-microsoft-ramco-systems-oracle,Environmental,Carbon Footprint,1.0,0.51,2023-06-26T16:31:39Z
0300f3c6-93e5-11eb-a746-fdabd18be9c6,News,"Increased ad engagement reduces carbon emissions, study finds","US – There is a 1 correlation between sustainable advertising practices and 1 attention metrics, according to research from media investment and intelligence company Magna and advertising firm Oracle. The results meant that eliminating impressions that do not comply with Media Ratings Council standards, such as video and display ads that run below the page break and are out of view, would reduce carbon emissions generated by online advertising by 6%.  The Scope3 carbon emissions model, which calculates the total grams of carbon dioxide released from digital impression delivery, was the standard measurement used for the study.  On mobile devices, the study found a 34% drop in carbon emissions for static ads than animated, and a 16% fall on desktops.  Martin Bryan, global head of sustainability at IPG Mediabrands, said: “Sustainability is a vitally important facet of our business model, and this research reveals how we can foster more environmentally friendly practices in the advertising industry without sacrificing attention metrics.",https://www.research-live.com/article/features/increased-ad-engagement-reduces-carbon-emissions-study-finds/id/5113692,Environmental,Carbon Footprint,1.0,0.62,2023-06-22T11:03:42Z
0300f3c6-93e5-11eb-a746-fdabd18be9c6,News,Tesla returns to S&amp;P 500 ESG index with more environmental disclosures,"Published Jun 21, 2023 09:21  Updated Jun 21, 2023 09:31  US500   CVX   ORCL    Tesla was among 39 companies added to the S&P 500 ESG index effective May 1 as part of an annual rebalancing. The re-inclusion of Tesla is largely symbolic because only about $8 billion in assets track the S&P 500 ESG index, a tiny fraction of the $15.6 trillion in assets that track the , according to its provider, part of S&P Global (NYSE: ). An S&P spokesperson said Tesla fared better this year, ""especially on environmental factors, which are material for a company in the automobiles industry."" By Ross Kerber (Reuters) - Tesla Inc (NASDAQ: ) has returned to the S&P 500 ESG index, the sustainable investing-focused market index, after the electric car maker added environmental disclosures.",https://ca.investing.com/news/stock-market-news/tesla-returns-to-sp-500-esg-index-with-more-environmental-disclosures-3025645,Environmental,Carbon Footprint,1.0,0.77,2023-06-21T14:42:31Z
0300f3c6-93e5-11eb-a746-fdabd18be9c6,News,"Databricks adds Cloudflare, Dell, Oracle and Twilio to data-sharing ecosystem","Data and AI specialist Databricks has announced new partners in its Delta Sharing ecosystem that allows live data to be securely shared from a lakehouse to any computing platform. As every business looks to capitalise on AI, we're excited about our Delta Sharing partnership with Databricks and the combined potential of Twilio Segment's customer data platform, Twilio CustomerAI, and interoperability with the data warehouses that make it simpler for companies to move, analyse and activate their data, and deliver personalised experiences to their customers in real time."" ""Without an open standard for secure data exchange across organisations, companies find it highly time-consuming to collaborate, requiring export, replication and maintenance of data across many software platforms,"" said Databricks co-founder and CTO Matei Zaharia. A key characteristic of Delta Sharing is that it enables enterprises to share and consume data from any platform or vendor that supports the open Delta Sharing protocol. ""Delta Sharing provides the first open protocol for sharing data across diverse computing platforms, clouds and regions.","http://itwire.com/business-it-news/data/databricks-adds-cloudflare,-dell,-oracle-and-twilio-to-data-sharing-ecosystem.html",Environmental,Transition Risks,1.0,0.99,2023-06-21T06:28:44Z
0300f3c6-93e5-11eb-a746-fdabd18be9c6,News,"The Evolving Landscape of Smart Cities: Exploring the Market Dynamics, Technological Advancements, and Sustainable Solutions Shaping the Future of Urban Environments | Panasonic Corporation, General Electric, Oracle Corporation","Smart Cities Market 2023 Forecast: Unveiling Opportunities and Growth The Smart Cities Market is poised for remarkable growth in the coming years, according to a recent research study conducted by Coherent Market Insights. Titled “ Smart Cities Market 2023 Forecast to 2030 Analysis ,” this comprehensive report offers valuable insights into market trends, drivers, constraints, opportunities, threats, challenges, and investment opportunities. The report highlights market segmentation based on product type and end-use industry:  Global Smart cities Market, By Component:  Hardware  Software  Services  Global Smart cities Market, By Application:  Smart Security  Smart Building  Smart Transportation  Smart Governance  Smart Energy  Smart Healthcare  Smart Water Network System  Smart Education  Regional Outlook: Expanding Opportunities  The Smart Cities Market exhibits growth opportunities across various regions:  North America (United States, Canada, Mexico)  Europe (Germany, UK, France, Italy, Spain, and others)  Asia-Pacific (China, Japan, India, South Korea, Southeast Asia, and others)  The Middle East and Africa (Saudi Arabia, UAE, South Africa, and others)  South America (Brazil, Argentina, and others)  Seize the Opportunity: Buy Now with Limited Time Discounts  To take advantage of limited-time discounts of up to 45% on Smart Cities Market reports, visit the following link-  (Make sure to secure your copy and gain valuable insights into the market's future prospects.)   Here are a few reasons why you should consider this opportunity:  Determine potential investment locations: Through a comprehensive trend analysis, gain insights into the global Smart Cities Market's future growth prospects.   Smart Cities Market – Table of Contents  The comprehensive Smart Cities Market report includes the following sections:  Executive Summary  Introduction  Research Objectives  Methodology  Scope and Limitations  Market Overview  Industry Definition and Overview  Market Size and Growth  Market Drivers  Market Challenges  Market Trends  Market Segmentation  Competitive Landscape  Regional Analysis  Market Opportunities and Challenges  Market Forecast  Conclusion  Summary of Findings  Recommendations for Action  Appendix  Sources of Data  References  Additional Information and Charts  Choose Coherent Market Insights for Unparalleled Insights  Coherent Market Insights offers customized reports and a thorough understanding of the competitive landscape for various sectors and key players.",https://www.digitaljournal.com/pr/news/coherent-market-insights/the-evolving-landscape-of-smart-cities-exploring-the-market-dynamics-technological-advancements-and-sustainable-solutions-shaping-the-future-of-urban-environments-panasonic-corporation-general-electric-oracle-corporation,Environmental,Air Pollution,1.0,0.98,2023-06-15T12:13:06Z
0300f3c6-93e5-11eb-a746-fdabd18be9c6,News,"Global Smart Grid Data Analytics Market: Exploring the Growth, Trends, Future Outlook, Key Segments, Industry Size, Share, Opportunities, and Forecast 2023-2030 | Sensus USA Inc. (Xylem Inc.), Siemens AG, Amdocs Corporation, Itron Inc., Oracle Corporation","Report Description:  Coherent Market Insights' current report, “Global Smart Grid Data Analytics MarketSize, Share, Regions, Type, Application, Pricing, Trends, Growth, Segments, Opportunities and Forecast 2023-2030”, is a valuable source of insightful data for developing business strategies. With major company profiles and key player strategies, Smart Grid Data Analytics Market offers a depth analysis of the most recent developments, market size, share, emerging technologies, challenges, opportunities, and regulatory policies. We help our clients to gain a competitive advantage in a market space by offering consulting services that include but are not limited to:  Digital business strategy  Top Key Players: Sensus USA Inc. (Xylem Inc.), Siemens AG, Amdocs Corporation, Itron Inc., Oracle Corporation, AutoGrid Systems Inc., Schneider Electric SE, General Electric Company, Uptake Technologies Inc., IBM Corporation, Landis & Gyr Group AG, SAP SE, Uplight Inc., Tantalus System Corp., Hitachi Ltd., and SAS Institute Inc.  Detailed Segmentation:  Global Smart Grid Data Analytics Market, By Deployment  Cloud-based  On-premise  Global Smart Grid Data Analytics Market, By Solution  Transmission and Distribution (T&D) Network  Metering Customer Analytics  Global Smart Grid Data Analytics Market, By Application  Advanced Metering Infrastructure Analysis  Demand Response Analysis Grid Optimization Analysis  Global Smart Grid Data Analytics Market, By End-User Vertical  Private Sector (SMEs and Large Enterprises)  Public Sector  Regional Analysis:  ◘ FAQ's:  ➣ What will the global market be worth throughout the forecast period 2023-2030?  ➣ What are the key industries driving the global Smart Grid Data Analytics market?  ➣ Who are the leading players in the global Smart Grid Data Analytics market?  ➣ What are the primary obstacles that the global Smart Grid Data Analytics market experiences?  ➣ Which factors are driving the global Smart Grid Data Analytics market?  ➣ What are the key findings of the SWOT and Porter's five analysis?  ➣ What are the most important main strategies for increasing worldwide opportunities?  ➣ What are the various successful sales patterns?  ➣ What impact did the COVID-19 pandemic have on global Smart Grid Data Analytics?  Table of Contents with Major Points:  1. Smart Grid Data Analytics Market Scope:  Primary and secondary research is carried out in order to gain access to the most recent market data, government regulations, and industry statistics.",https://www.digitaljournal.com/pr/news/coherent-market-insights/global-smart-grid-data-analytics-market-exploring-the-growth-trends-future-outlook-key-segments-industry-size-share-opportunities-and-forecast-2023-2030-sensus-usa-inc-xylem-inc-siemens-ag-amdocs-corporation-itron-inc-oracle-corporation,Environmental,Carbon Footprint,1.0,0.99,2023-06-07T09:59:12Z
0300f3c6-93e5-11eb-a746-fdabd18be9c6,News,An Iowa girl asked Warren Buffett about climate change. He blew the answer.,"Given that climate change is a crisis, being ‘a leader in Warren Buffett's sense is simply not good enough.",https://www.mondialnews.com/2023/06/04/an-iowa-girl-asked-warren-buffett-about-climate-change-he-blew-the-answer/,Environmental,Carbon Footprint,-1.0,1.0,2023-06-04T06:31:46Z
0300f3c6-93e5-11eb-a746-fdabd18be9c6,News,Oracle news,"Business Energy Energy Environment Sonangol, Eni expands energy decarbonization By Sopuruchi Onwuka 50 seconds agoAngolan state firm Sonangol has signed a Memorandum of Understanding (MoU) with Italian energy major Eni to expand “the scope of the cooperation between the two companies by developing studies in the agribusiness value chain and in other sectors of decarbonization, including energy transition minerals and innovation ecosystem.” Under the terms of the MoU, Eni and Sonangol will jointly identify and assess opportunities in the areas of Energy transition, including agro-industrial supply chains for the production of low carbon fuels, valorization of residual biomass and green ammonia for agro-industrial applications. The MoU is in line with Sonangol’s decarbonization vision to invest and implement energy projects derived from cleaner sources, and with Eni’s strategy to play a pivotal role in the overall decarbonization process, including by promoting a greater recourse to renewable energy sources and other low carbon energy vectors and technologies, in compliance with the provisions of the Paris Agreement on Climate Change and the Sustainable Development Goals. The Memorandum builds on the good progress of the MoU signed by Eni, Sonangol and Agência Nacional de Petróleo, Gás e Biocombustíveis de Angola (ANPG) in October 2021 to identify cooperation opportunities in the Republic of Angola in the fields of bio-feedstock, and circular economy. Other areas of cooperation might include energy transition minerals, such as those used in the production of batteries and renewable energies, and the Innovation ecosystem, including capacity building, assessment and development of innovative technologies and digital solutions in the fields of energy transition and agribusiness also through the support to the environment of start-ups and small medium enterprises (SMEs).",https://oraclenews.ng/sonangol-eni-expands-energy-decarbonization/,Environmental,Carbon Footprint,1.0,0.81,2023-05-28T22:44:42Z
0300f3c6-93e5-11eb-a746-fdabd18be9c6,News,Oracle Cloud Elevates The Customer Experience At Prada Group,"MENAFN - PR Newswire) AUSTIN, Texas and MILAN, May 23, 2023 /PRNewswire/ --  Oracle today announced the successful deployment of its cloud-based retail solutions at Prada Group. We are delighted to celebrate the successful deployment of our cloud-based, AI-infused retail planning and forecasting solutions integrated with our omnichannel solutions at Prada Group.""  ""Understanding our customers and their journey is critical to our success,"" said Lorenzo Bertelli, Prada Group Marketing Director and Head of Corporate Social Responsibility. In the next phase, Prada Group will deploy oracle retail demand forecasting cloud service , an enterprise forecasting engine within the oracle retail analytics and planning  suite. Through the mobile deployment of oracle retail xstore point-of-service (pos) and oracle retail customer engagement cloud service , Prada Group can collect customer preferences and purchase habits. ""A global player like the Prada Group takes the time to understand the data around its customers, including attributes, behavior, and preferences,"" said Mike Webster, senior vice president and general manager of Oracle Retail.",https://menafn.com/1106294474/Oracle-Cloud-Elevates-The-Customer-Experience-At-Prada-Group,Governance,Bad health effect on customer or immoral behavior,1.0,0.83,2023-05-23T11:43:55Z
0300f3c6-93e5-11eb-a746-fdabd18be9c6,News,"Grid Asset Management Market is expected to Double Its Size by Upcoming Years | ABB, Cisco Systems, Oracle","Grid Asset Management Market is expected to Double Its Size by Upcoming Years | ABB, Cisco Systems, Oracle  05-22-2023 04:26 PM CET | Energy & Environment Press release from: HTF Market Intelligence Consulting Pvt. Ltd.  Grid Asset Management Market • Political (Political policy and stability as well as trade, fiscal, and taxation policies)  • Economical (Interest rates, employment or unemployment rates, raw material costs, and foreign exchange rates)  • Social (Changing family demographics, education levels, cultural trends, attitude changes, and changes in lifestyles)  • Technological (Changes in digital or mobile technology, automation, research, and development)  • Legal (Employment legislation, consumer law, health, and safety, international as well as trade regulation and restrictions)  • Environmental (Climate, recycling procedures, carbon footprint, waste disposal, and sustainability)  Book Latest Edition of Grid Asset Management Market Study @ https://www.htfmarketreport.com/buy-now?format=1&report=4003400  Heat map Analysis, 3-Year Financial and Detailed Company Profiles of Key & Emerging Players: ABB Group, Cisco Systems, Inc., General Electric Company, International Business Machine, Itron Inc., Landis+Gyr AG, Oracle Corporation, Open Systems International, Inc., Schneider Electric SE & Siemens AG  Geographically, the following regions together with the listed national/local markets are fully investigated:  • APAC (Japan, China, South Korea, Australia, India, and the Rest of APAC; the Rest of APAC is further segmented into Malaysia, Singapore, Indonesia, Thailand, New Zealand, Vietnam, and Sri Lanka)  • Europe (Germany, UK, France, Spain, Italy, Russia, Rest of Europe; Rest of Europe is further segmented into Belgium, Denmark, Austria, Norway, Sweden, The Netherlands, Poland, Czech Republic, Slovakia, Hungary, and Romania)  • North America (U.S., Canada, and Mexico)  • South America (Brazil, Chile, Argentina, Rest of South America)  • MEA (Saudi Arabia, UAE, South Africa)  Some Extracts from Grid Asset Management Market Study Table of Content  Grid Asset Management Market Size (Sales) Market Share by Type (Product Category) The study includes market share analysis and profiles of players such as ABB Group, Cisco Systems, Inc., General Electric Company, International Business Machine, Itron Inc., Landis+Gyr AG, Oracle Corporation, Open Systems International, Inc., Schneider Electric SE & Siemens AG.  If you are a Grid Asset Management manufacturer and would like to check or understand the policy and regulatory proposals, designing clear explanations of the stakes, potential winners and losers, and options for improvement then this article will help you understand the pattern with Impacting Trends. Click To get SAMPLE PDF (Including Full TOC, Table & Figures) https://www.htfmarketreport.com/sample-report/4003400-grid-asset-management-market-2  Major Highlights of the Grid Asset Management Market report released by HTF MI  Market Breakdown by Applications: Residential Grid Asset, Commercial Grid Asset & Industrial Grid Asset  Market Breakdown by Types: , Global Grid Asset Management Market Segment Percentages, by Type, 2021 (%), Classic Grid Asset Management & Smart Grid Asset Management  Revenue and Sales Estimation - Historical Revenue and sales volume are presented and further data is triangulated with top-down and bottom-up approaches to forecast complete market size and to estimate forecast numbers for key regions covered in the report along with classified and well-recognized Types and end-use industry.   SWOT Analysis on Grid Asset Management Players  In addition to Market Share analysis of players, in-depth profiling, product/service, and business overview, the study also concentrates on BCG matrix, heat map analysis, FPNV positioning along with SWOT analysis to better correlate market competitiveness.",https://www.openpr.com/news/3062816/grid-asset-management-market-is-expected-to-double-its-size,Environmental,Carbon Footprint,1.0,1.0,2023-05-22T16:49:13Z
0300f3c6-93e5-11eb-a746-fdabd18be9c6,News,"Corporate progress on ESG issues is partly a big data challenge, global research finds","When it comes to corporate progress on environmental, social, and governance issues, there's still a big disconnect between what the public wants to see and what companies are actually delivering. Despite all those compelling reasons, 94% of Asia Pacific respondents to the Oracle survey think companies aren't making enough progress on ESG matters. For starters, companies worldwide need to make better use of advanced technologies to help them automate the collection of ESG data from all areas of their business, verify that it's accurate, and set and revise targets. It also makes good business sense, the Oracle report finds, by helping companies strengthen their brands, increase their productivity, attract new customers, improve supply chain management, recruit talent, and ultimately increase their profitability.   The business leaders we surveyed say getting the data they need to set goals and show progress remains a formidable challenge.",https://www.cfo-india.in/corporate-progress-on-esg-issues-is-partly-a-big-data-challenge-global-research-finds-2/,Environmental,Carbon Footprint,0.0,0.92,2023-05-11T07:28:46Z
0300f3c6-93e5-11eb-a746-fdabd18be9c6,News,Oracle and the evolving ESG space,"While enterprise software vendors today are gushing about ChatGPT, large language models, etc., are any of them addressing ESG (i.e., Environmental, Social & Governance) requirements? The company:Has a significant, broad application suite within the cloud Fusion apps product lineHas a single technology stack/platformHas a rapidly growing collection of AI, workflow and other services to help extend ESG functionality and capabilityHas a global hyperscaler (i.e., OCI) capability that can handle extremely large, granular operational datasets that can better inform a firm’s ESG compliance effortsOracle’s ESG Analytics and Planning solution:Is part of Oracle’s Cloud EPM solution – this includes 200+ KPIs, several preconfigured reports and dashboardsHas GRI and ISSB dashboards/report formats with more formats plannedHas functionality to track performance in one central data storeCan help a multi-person ESG team understand their specific roles/responsibilities and data capture activities. It can take relevant data from Oracle Financials and other applications and map them into a number of ESG regulatory reports. Within the application software world, there are a couple of camps visible:Vendors who actually downplay ESG effortsVendors who simply greenwash their limited activities and behave as if their half-hearted efforts are something to be proud ofVendors that sell some sort of ESG tool but don’t really walk the walk with their own firm’s commitment to ESG goalsVendors that are trying to change for good and are beginning to create solutions that will make a difference Along with this ESG solution, Oracle’s ERP and other applications can provide additional data points to an Investor Relations group, regulators and more.",https://diginomica.com/oracle-and-evolving-esg-space,Environmental,Carbon Footprint,0.0,1.0,2023-05-09T11:58:27Z
0300f3c6-93e5-11eb-a746-fdabd18be9c6,News,Oracle : NIBIO Selects Oracle Cloud Infrastructure Services to Improve Sustainable Forest Management,"The Norwegian Institute of Bioeconomy Research (NIBIO), an independent research organization, has chosen Oracle Cloud Infrastructure (OCI) and its powerful data platform, including Oracle Autonomous Database and OCI Data Science, to support key developments in the SmartForest initiative. Using OCI Data Science with Autonomous Database to develop and manage machine learning models for rapid, low-code application development, researchers should be able to deploy large-scale, readily available AI capacity for sustainable forest management. ""We use OCI to receive data from our sensors, apply the AI algorithms that we've developed to transform the data into information to support better decisions, and then store it in Oracle Autonomous Database to make it easily accessible for the end users. For example, researchers will be able to use AI to analyze forest imagery from drones and laser scanning data to support decisions on forestry tasks such as tree identification and mapping, environmental impact of forest operations, and forest damage detection. As a converged database, Oracle Autonomous Database will enable researchers to store all data, including images and image metadata, such as geospatial information.",https://www.marketscreener.com/quote/stock/ORACLE-CORPORATION-13620698/news/Oracle-NIBIO-Selects-Oracle-Cloud-Infrastructure-Services-to-Improve-Sustainable-Forest-Management-43731641/?utm_medium=RSS&utm_content=20230503,Environmental,Air Pollution,1.0,0.38,2023-05-03T23:45:59Z
